X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-119.90091,48.0529000000001,242,Public Libraries,District,North Central Washington Libraries,Pateros Public Library,,174 Pateros Mall,Pateros,WA,98846-0306,Okanogan,(509) 923-2298,5099232298,pateros@ncrl.org,http://www.ncrl.org/pateros,-119.90091,48.0529,{EF20BD5B-6419-4A15-85AC-47656A4DA855}
-120.1622,47.8860300000001,243,Public Libraries,District,North Central Washington Libraries,Manson Public Library,,80 Wapato Way,Manson,WA,98831-0400,Chelan,(509) 687-3420,5096873420,manson@ncrl.org,http://www.ncrl.org/manson,-120.1622,47.88603,{14EF4819-0581-4522-A920-0883CD7F2FD9}
-119.85322,47.2371900000001,244,Public Libraries,District,North Central Washington Libraries,Quincy Public Library,,208 Central Avenue S,Quincy,WA,98848-1203,Grant,(509) 787-2359,5097872359,quincy@ncrl.org,http://www.ncrl.org/quincy,-119.85322,47.23719,{CCE2A31C-5C3A-4C5C-A7B2-48C0B66F9175}
-119.00285,47.93863,245,Public Libraries,District,North Central Washington Libraries,Grand Coulee Public Library,,225 Federal St.,Grand Coulee,WA,99133-0062,Grant,(509) 633-0972,5096330972,grandcoulee@ncrl.org,http://www.ncrl.org/grandcoulee,-119.00285,47.93863,{D5FB06D5-3175-4307-920A-B7E101154BEC}
-119.6301,46.90076,246,Public Libraries,District,North Central Washington Libraries,Royal City Public Library,,136 Camelia St NW,Royal City,WA,99357-0548,Grant,(509) 346-9281,5093469281,royalcity@ncrl.org,http://www.ncrl.org/royalcity,-119.6301,46.90076,{B3C81979-4EF8-4CA1-A71B-176A176D75A1}
-119.48911,47.38973,247,Public Libraries,District,North Central Washington Libraries,Soap Lake Public Library,,32 E Main Street,Soap Lake,WA,98851-0086,Grant,(509) 246-1313,5092461313,soaplake@ncrl.org,http://www.ncrl.org/soaplake,-119.48911,47.38973,{DB0A0F80-DD2E-45A1-BD52-3087D7FE1BD5}
-119.43563,48.7096100000001,248,Public Libraries,District,North Central Washington Libraries,Tonasket Public Library,,209 S Whitcomb Avenue,Tonasket,WA,98855-8818,Okanogan,(509) 486-2366,5094862366,tonasket@ncrl.org,http://www.ncrl.org/tonasket,-119.43563,48.70961,{192D6430-D218-4814-9B63-8C52A8CFB055}
-120.122825,48.3662630000001,249,Public Libraries,District,North Central Washington Libraries,Twisp Public Library,,"201 N Methow Valley Hwy, Room 1",Twisp,WA,98856-0237,Okanogan,(509) 997-4681,5099974681,twisp@ncrl.org,http://www.ncrl.org/twisp,-120.122825,48.366263,{B08426CF-BDAF-4CD7-ACEF-A86F2C97AF18}
-119.041,46.9674900000001,250,Public Libraries,District,North Central Washington Libraries,Warden Public Library,,305 S Main Street,Warden,WA,98857-0813,Grant,(509) 349-2226,5093492226,warden@ncrl.org,http://www.ncrl.org/warden,-119.041,46.96749,{72C93C54-89FA-46C4-844C-1D30470B16AC}
-122.03006,47.16238,251,Public Libraries,District,Pierce County Library System,Buckley Library,,123 S. River Avenue,Buckley,WA,98321-0167,Pierce,253-548-3310,3608292874,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.03006,47.16238,{206708A5-47E8-4468-8CD7-6FED98E28323}
-120.6042,47.56949,252,Public Libraries,District,North Central Washington Libraries,Peshastin Public Library,,8396 Main St,Peshastin,WA,98847-0408,Chelan,(509) 548-7821,5095487821,peshastin@ncrl.org,http://www.ncrl.org/peshastin,-120.6042,47.56949,{BA36713C-3E91-4361-8C9C-F21EA7C7B37F}
-120.46743,47.5229,253,Public Libraries,District,North Central Washington Libraries,Cashmere Public Library,,300 Woodring Street,Cashmere,WA,98815-1061,Chelan,(509) 782-3314,5097823314,cashmere@ncrl.org,http://www.ncrl.org/cashmere,-120.46743,47.5229,{9072E8C1-6938-41D9-B04C-3BE8CBA9FF77}
-122.1184,48.1933700000001,254,Public Libraries,District,Sno-Isle Libraries,Arlington Library,,135 N Washington Ave,Arlington,WA,98223-1422,Snohomish,(360) 435-3033,3604353854,,http://www.sno-isle.org/locations/arlington/,-122.1184,48.19337,{F9C26E36-ABA7-4FE6-B0C0-DDCF71003E77}
-119.18925,46.27504,255,Public Libraries,District,Mid-Columbia Libraries,West Pasco Branch,,7525 Wrigley Dr.,Pasco,WA,99301,Franklin,(509) 546-8055,,,http://www.midcolumbialibraries.org/branch/west-pasco,-119.18925,46.27504,{8F78FEAC-D1CA-4157-AE73-D63EA9CE4F17}
-119.12251,46.20408,256,Public Libraries,District,Mid-Columbia Libraries,Keewaydin Park Branch,,405 S Dayton St,Kennewick,WA,99336-5660,Benton,509-586-3156,5097376349,tgarcia@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.12251,46.20408,{57D517CE-72A0-449B-A3EC-575D14CB05B3}
-119.33817,46.29645,257,Public Libraries,District,Mid-Columbia Libraries,West Richland Branch,,3803 W Van Giesen St,West Richland,WA,99353-5033,Benton,509-967-3191,5099671224,,http://www.midcolumbialibraries.org,-119.33817,46.29645,{3D994ED2-C5B6-47FB-9302-C02C360F9EA3}
-120.31101,47.42551,258,Public Libraries,District,North Central Washington Libraries,North Central Washington Libraries,,16 N Columbia St,Wenatchee,WA,98801-2224,Chelan,(509) 663-1117,5096628554,ncrl@ncrl.org,http://www.ncrl.org/,-120.31101,47.42551,{DB619947-9233-4ACA-A7FE-044885ADDFD2}
-119.27754,47.1279700000001,259,Public Libraries,District,North Central Washington Libraries,Moses Lake Public Library,,418 E 5th Avenue,Moses Lake,WA,98837-1797,Grant,(509) 765-3489,5097660286,moseslake@ncrl.org,http://www.ncrl.org/moseslake,-119.27754,47.12797,{AF3938E6-6991-45A2-B5C2-BA74070AA7DC}
-119.67404,48.0093400000001,260,Public Libraries,District,North Central Washington Libraries,Bridgeport Public Library,,1206 Columbia Avenue,Bridgeport,WA,98813-0220,Douglas,(509) 686-7281,,bridgeport@ncrl.org,http://www.ncrl.org/bridgeport,-119.67404,48.00934,{D2FDC072-7B43-4EC4-BAE5-705B31D34F55}
-120.1908079,48.4776860000001,261,Public Libraries,District,North Central Washington Libraries,Winthrop Public Library,,49 State Route 20,Winthrop,WA,98862-0519,Okanogan,(509) 996-2685,5099962685,winthrop@ncrl.org,http://www.ncrl.org/winthrop,-120.1908079,48.477686,{D6C5DA8A-0F00-432A-AD94-0A23434DAE34}
-120.01636,47.8414300000001,262,Public Libraries,District,North Central Washington Libraries,Chelan Public Library,,216 N Emerson St.,Chelan,WA,98816-0698,Chelan,(509) 682-5131,,chelan@ncrl.org,http://www.ncrl.org/chelan,-120.01636,47.84143,{CEC47645-472F-4D75-BC92-AE7F4B8FB820}
-119.29376,47.6106500000001,263,Public Libraries,District,North Central Washington Libraries,Coulee City Public Library,,405 W Main St,Coulee City,WA,99115-0387,Grant,(509) 632-8751,,couleecity@ncrl.org,http://www.ncrl.org/couleecity,-119.29376,47.61065,{011F0D52-56E5-411F-9F77-5044910D2511}
-120.28959,47.4173500000001,264,Public Libraries,District,North Central Washington Libraries,East Wenatchee Public Library,,271 9th St NE,East Wenatchee,WA,98802-4438,Chelan,(509) 886-7404,5098867404,eastwenatchee@ncrl.org,http://www.ncrl.org/eastwenatchee,-120.28959,47.41735,{6036389C-B82C-42FC-B559-AC8952733B89}
-120.20954,47.67695,265,Public Libraries,District,North Central Washington Libraries,Entiat Public Library,,14138 Kinzel St,Entiat,WA,98822-0357,Chelan,(509) 784-1517,5097841517,entiat@ncrl.org,http://www.ncrl.org/entiat,-120.20954,47.67695,{9C88D7E1-1897-4AC9-B946-6136CA60C2C5}
-119.55007,47.3207200000001,266,Public Libraries,District,North Central Washington Libraries,Ephrata Public Library,,45 Alder St NW,Ephrata,WA,98823-1663,Grant,(509) 754-3971,5097543971,ephrata@ncrl.org,http://www.ncrl.org/ephrata,-119.55007,47.32072,{48036C69-E3BA-4679-88A7-7409A1A780E0}
-120.66419,47.59511,267,Public Libraries,District,North Central Washington Libraries,Leavenworth Public Library,,700 Hwy 2,Leavenworth,WA,98826-0308,Chelan,(509) 548-7923,5095487923,leavenworth@ncrl.org,http://www.ncrl.org/leavenworth,-120.66419,47.59511,{12A1E32E-2E99-45EA-B97B-6BA6C3D1C85E}
-119.77915,48.09905,268,Public Libraries,District,North Central Washington Libraries,Brewster Public Library,,108 S 3rd Street,Brewster,WA,98812-0280,Okanogan,(509) 689-4046,,brewster@ncrl.org,http://www.ncrl.org/brewster,-119.77915,48.09905,{CA76338A-C9F1-4112-8AF5-EF1E49B9A9F9}
-117.41898,48.7403,269,Public Libraries,District,Pend Oreille County Library District,Ione Public Library,,"210 Blackwell, Suite 1",Ione,WA,99139,Pend Oreille,1-800-366-3654 ext 3,5094423248,ione@pocld.org,http://www.pocld.org,-117.41898,48.7403,{EEA27DD9-B0E4-4560-8FF5-900CE2858626}
-120.071,47.6476500000001,270,Public Libraries,District,North Central Washington Libraries,Waterville Public Library,,105 N Chelan Street,Waterville,WA,98858-0807,Douglas,(509) 745-8354,5097458354,waterville@ncrl.org,http://www.ncrl.org/waterville,-120.071,47.64765,{20823884-7385-4868-A1B3-C6D3CB3D815B}
-119.180363,46.1938577000001,271,Public Libraries,District,Mid-Columbia Libraries,Mid-Columbia Libraries,,Neva LeBlond Bequette Service Center,Kennewick,WA,99336-5660,Benton,509-737-6356,,vloffler@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.180363,46.1938577,{D3C65ACB-48CE-422B-BDB3-53EBFC62C0B8}
-122.90922,48.5217000000001,272,Public Libraries,District,Lopez Island Library District,Lopez Island Library District,,2225 Fisherman Bay Rd,Lopez Island,WA,98261-0770,San Juan,360-468-2265,,librarian@lopezlibrary.org,http://www.lopezlibrary.org,-122.90922,48.5217,{86169C0E-61EE-4037-B95C-07B4777C37B5}
-122.48938,48.39196,273,Public Libraries,District,La Conner Regional Library,La Conner Regional Library,,614 E. Morris Street,La Conner,WA,98257,Skagit,(360) 466-3352,3604669178,library@lclib.lib.wa.us,PO Box 370,-122.48938,48.39196,{B9696A22-F265-4E5F-B0DB-8F8EF439050A}
-122.90437,48.69672,274,Public Libraries,District,Orcas Island Library,Orcas Island Library,,500 Rose Street,Eastsound,WA,98245,San Juan,360-376-4985,3603765750,pheikkinen@orcaslibrary.org,http://www.orcaslibrary.org,-122.90437,48.69672,{6E189B3B-F57A-4A05-801B-A78D210A339C}
-119.48486,46.2679600000001,275,Public Libraries,District,Mid-Columbia Libraries,Benton City Branch,,810 Horne Dr.,Benton City,WA,99320-0369,Benton,509-588-6471,5097376395,sbaker@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.48486,46.26796,{AEDCA80D-5323-4894-B64B-5FC22154C5F1}
-117.2943657,48.3368921000001,276,Public Libraries,District,Pend Oreille County Library District,Calispel Valley Library,,107 1st Ave,Cusick,WA,99119,Pend Oreille,1-800-366-3654 ext 2,5094451215,calispel@pocld.org,http://www.pocld.org,-117.2943657,48.3368921,{85E7CA21-B04B-4D08-BF74-94ACCAD7035D}
-123.10154,48.08581,277,Public Libraries,District,North Olympic Library System,Sequim Branch,,630 N Sequim Ave,Sequim,WA,98382,Clallam,(360) 683-1161,3606817811,Sequim@nols.org,https://www.nols.org/sequim-branch-library/,-123.10154,48.08581,{01D9A73A-B245-48C2-AEBF-7C1C1C36E8CC}
-117.37487,48.86096,278,Public Libraries,District,Pend Oreille County Library District,Metalines Community Library,,302 Park Street,Metaline Falls,WA,99153,Pend Oreille,1-800-366-3654 ext 4,5094462302,metalines@pocld.org,http://www.pocld.org,-117.37487,48.86096,{9617715A-9722-440A-AE93-8CC184C92BB2}
-117.0437,48.18064,279,Public Libraries,District,Pend Oreille County Library District,Newport Public Library,,116 S Washington Ave,Newport,WA,99156,Pend Oreille,1-800-366-3654 ext 1,5094472806,newport@pocld.org,http://www.pocld.org,-117.0437,48.18064,{BC7E3753-FE15-464F-9DFE-D1EB3EF75F77}
-122.62493,47.59509,280,Public Libraries,District,Kitsap Regional Library,Sylvan Way Branch,,1301 Sylvan Way,Bremerton,WA,98310-3466,Kitsap,360-405-9100,3604059128,SWLibrary@krl.org,http://www.krl.org,-122.62493,47.59509,{08DC331C-4CEB-43BB-8D3A-CE69C4895EF0}
-122.18335,47.1756100000001,281,Public Libraries,District,Pierce County Library System,Bonney Lake Library,,18501 90th Street E,Bonney Lake,WA,98391-7185,Pierce,253-548-3308,2538636016,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.18335,47.17561,{630F53F8-54AB-47D6-AD3C-00E9CF75E753}
-122.26904,46.86711,282,Public Libraries,District,Pierce County Library System,Eatonville Library,,205 Center Street W,Eatonville,WA,98328-0069,Pierce,253-548-3311,3608327201,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.26904,46.86711,{68AF7EFC-CF90-4525-8BBB-0AA3C125E5C1}
-122.30787,47.0526,283,Public Libraries,District,Pierce County Library System,Graham Library,,9202 224th Street E,Graham,WA,98338-1267,Pierce,253-548-3322,2538465174,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.30787,47.0526,{CB12E656-3624-46AF-A805-DCA81FE0728E}
-117.0437,48.18064,284,Public Libraries,District,Pend Oreille County Library District,Pend Oreille County Library District,,116 S Washington Ave,Newport,WA,99156,Pend Oreille,1-800-366-3654,5094472806,,http://www.pocld.org,-117.0437,48.18064,{1CCBFBCD-3DF7-4168-AD62-903A2F4D4D51}
-119.18199,46.19419,285,Public Libraries,District,Mid-Columbia Libraries,Kennewick Branch,,1620 S Union St.,Kennewick,WA,99338-2248,Benton,509-783-7878,5097352063,jtomren@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.18199,46.19419,{39033F2E-D195-45F4-9E90-142F174CE16F}
-119.9090181,46.7379591000001,286,Public Libraries,District,North Central Washington Libraries,Mattawa Public Library,,101 Manson Lane,Mattawa,WA,99349-0967,Grant,(509) 932-5507,,mattawa@ncrl.org,http://www.ncrl.org/locations/mattawa-public-library,-119.9090181,46.7379591,{53F0BBA9-37A6-4955-AC22-99F278005F9E}
-119.8559019,47.0801279,287,Public Libraries,District,North Central Washington Libraries,George Public Library,,109 N Washington Way,George,WA,98824-0218,Grant,(509) 785-7043,,george@ncrl.org,http://www.ncrl.org/george,-119.8559019,47.0801279,{6F091746-30C9-4A55-A094-DC6BC7E04CEF}
-118.59994,48.8838000000001,288,Public Libraries,District,North Central Washington Libraries,Curlew Public Library,,11 River Street,Curlew,WA,99118,Ferry,509-779-0321,,curlew@ncrl.org,http://www.ncrl.org/curlew,-118.59994,48.8838,{E0AFEDDE-B7B1-47A7-AB7E-BE0F92117C77}
-119.76556,46.2047200000001,289,Public Libraries,District,Mid-Columbia Libraries,Prosser Branch,,902 7th St,Prosser,WA,99350-1454,Benton,(509) 786-2533,5097867341,,http://www.midcolumbialibraries.org/branch/prosser,-119.76556,46.20472,{96728F10-B383-4317-8276-437D4742C890}
-119.10679,46.23024,290,Public Libraries,District,Mid-Columbia Libraries,Pasco Branch,Mid Columbia Library Pasco Branch,1320 W Hopkins St,Pasco,WA,99301-5097,Franklin,(509) 545-1019,5095475416,,http://www.midcolumbialibraries.org,-119.10679,46.23024,{EA372D3E-D527-4C89-BFBD-2CDA10F9377C}
-119.1469,46.5921300000001,291,Public Libraries,District,Mid-Columbia Libraries,Basin City Branch,,50-A N Canal Blvd,Basin City,WA,99343,Franklin,509-269-4201,5092694201,chart@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.1469,46.59213,{DE053063-9184-4EBD-B679-CBA37E9194CE}
-119.11071,46.4598700000001,292,Public Libraries,District,Mid-Columbia Libraries,Merrill's Corner Branch,,5240 Eltopia West,Eltopia,WA,99330,Franklin,509-546-8051,5097376349,emahler@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.11071,46.45987,{77EEE6A8-A3DF-41AC-A510-2F0AAF7D6940}
-122.52065,47.1606100000001,293,Public Libraries,District,Pierce County Library System,Lakewood Library,,6300 Wildaire Road SW,Lakewood,WA,98499-1321,Pierce,253-548-3302,2535897377,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.52065,47.16061,{878B0032-122E-4519-8F28-1D99E9D043DC}
-118.5554867,46.6425141,294,Public Libraries,District,Mid-Columbia Libraries,Kahlotus Branch,,225 E. Weston St.,Kahlotus,WA,99335-0147,Franklin,509-282-3493,5092823493,sthompson@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-118.5554867,46.6425141,{DBF57A00-1CCA-4AB5-A7CD-02293305866F}
-118.8610579,46.6607699,295,Public Libraries,District,Mid-Columbia Libraries,Connell Branch,,118 N Columbia,Connell,WA,99326-0657,Franklin,509-234-4971,5092344902,,http://www.midcolumbialibraries.org,-118.8610579,46.6607699,{E78C0D7D-5C38-4E81-A0F9-9F15B9D7D292}
-123.43902,48.10594,296,Public Libraries,District,North Olympic Library System,North Olympic Library System,,2210 S Peabody St,Port Angeles,WA,98362,Clallam,360-417-8500,3604573125,,http://www.nols.org,-123.43902,48.10594,{07387CDE-8A98-45CB-A92C-29B4874E246C}
-124.2607973,48.2517752000001,297,Public Libraries,District,North Olympic Library System,Clallam Bay Branch,,16990 Hwy 112,Clallam Bay,WA,98326,Clallam,(360) 963-2414,3609632260,ClallamBay@nols.org,https://www.nols.org/locations-hours/,-124.2607973,48.2517752,{75AF923A-0492-43C7-B666-A36AC05CA276}
-124.38514,47.94928,298,Public Libraries,District,North Olympic Library System,Forks Branch,,171 S Forks Ave S,Forks,WA,98331,Clallam,(360) 374-6402,3603746499,forks@nols.org,https://www.nols.org/locations-hours/,-124.38514,47.94928,{B8524807-3332-451F-A41E-A29DC40AEA30}
-123.43902,48.10594,299,Public Libraries,District,North Olympic Library System,Port Angeles Main Library,,2210 S Peabody St,Port Angeles,WA,98362-6536,Clallam,(360) 417-8500,3604573125,PortAngeles@nols.org,https://www.nols.org/locations-hours/,-123.43902,48.10594,{E55A571E-EE4B-4DD9-B509-0BAD232CD92E}
-119.17376,46.8264800000001,300,Public Libraries,District,Mid-Columbia Libraries,Othello Branch,Othello Library District No 1,101 E Main St,Othello,WA,99344-1039,Adams,(509) 488-9683,5094885321,,http://www.midcolumbialibraries.org,-119.17376,46.82648,{2674AF47-45EB-4B79-AEFF-B321D8845FF5}
-119.9962,46.2137900000001,301,Public Libraries,District,Yakima Valley Libraries,Mabton Community Library,,415 B Street,Mabton,WA,98935-0447,Yakima,(509) 894-4128,5098944128,ma@yvl.org,http://www.yvl.org,-119.9962,46.21379,{7B8B510B-8D9A-4E8C-948D-1F7CB1CCB24D}
-120.41883,46.44575,302,Public Libraries,District,Yakima Valley Libraries,Wapato Community Library,,119 E 3rd St,Wapato,WA,98951-1324,Yakima,(509) 877-2882,5098653600,wa@yvl.org,http://www.yvl.org,-120.41883,46.44575,{FD116F55-233F-4C5B-BE63-B7172F86B4FF}
-117.36713,47.2437100000001,303,Public Libraries,District,Whitman County Rural Library District,Rosalia Branch Library,,402 S Whitman Ave,Rosalia,WA,99170-0073,Whitman,(509) 523-3109,,rosalia@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.36713,47.24371,{5F3B331E-39D1-48BC-94C8-C9E92F11E5F0}
-117.5813852,47.0919646,304,Public Libraries,District,Whitman County Rural Library District,St. John Branch Library,,E 1 Front St,Saint John,WA,99171-0005,Whitman,(509) 648-3319,,stjohn@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.5813852,47.0919646,{40822172-4CF8-45C7-BA53-A4E6A820259E}
